,0
516,"Todo super  bien, Me sentia como en casa, el personal lo recibe a uno calurosamente, una energia super positiva..  El desayuno super delicioso, todo caliente y bien frescoMuchas gracias por todo y volvere muy pronto! "
517,Una grata estadia en el Hotel Four Points. Desde que entras por las puertas ves el gran servicio al cliente. El cuarto estaba limpio y bien equipado. El internet funciono de mil maravillas. El desayuno excelente. 
518,"Me gustan mucho sus desayunos, la limpieza impecable , sus empleados muy `profesionales ,, saludos a Juan diosa Diosa ,, botones,, muy atento i colaborador.de verdad que el hotel esta muy bien ubicado, instalaciones excelentes "
519,la primera noche cenamos en el restaurante y  la comida demoro mas de lo normal en llegar a nuestra mesa pero despues el servicio fue excelente maxime que era mi cumple y la familia me tenia de sorpresaun cake
520,"Excelente opción para hospedarse en Barranquilla,    Buena ubicación, Acceso a múltiples centros comerciales y sitios de comida alrededor Habitaciones cómodas y espaciosas, Colchón muy comodo. PD. No pidan comentarios tan largos"
521,"me alojo en el hotel 1 vez al mes aprox con mi esposa.... me gusta la calidad del servicio al check in y al check out y la comida en el desayuno, el internet es muy bueno, no tengo mas opinion que dar"
522,"La persona estaba viendo un programa de televisión, me llevo el cóctel de bienvenida y se desapareció. No me acompañaron a la habitación no me la entregaron. no se si esa es la metodología, pero por lo general cuando no nos acompañan dan las indicaciones. esta vez no fue así. "
523,"Me he hospedado varias veces en el hotel y es mi preferido en barranquilla, esta muy bien ubicado tanto para asuntos laborales como personales, tambien lo preferiria para viajes de placer con mi familia"
524,"El servicio prestado por el personal fue muy amable en todo momento, la comida muy buena y variada, y no hubo inconvenientes con nadie ni de ninguna clase, no hay sugerencias especiales que hacer !!!!"
525,"Muy bien todo, lo único que me incomodó (y es la primera vez que me pasa en un hotel) es que la camarera abrió la habitación sin golpear y fue incomodo el momento, menos mal estaba descansando totalmente vestido, sino la situación hubiera sido diferente"
526,"me gusto todo! la ubicación, las instalaciones aunque para ser un hotel en una ciudad costera donde hace mucho calor, la zona de la piscina es insuficiente. el desayuno muy variado, la atención excelente."
527,"Fue solo una noche pero el servicio fue muy bueno desde el check in hasta el check out, la habitacion, los servicios en general, la atencion de todo el personal, el desayuno, las instalaciones y el hotel en general."
528,muy bueno el hotel pero muy caro durante los partidos de Colombia... El buffet de desayuno es algo limitado. el hotel esta muy bien ubicado y esta muy comodo. me volveria a quedar en el hotel cuando los precios lo meriten...
529,"Todos super serviciales, instalaciones comodas (Habitación, restaurante, piscina), nos facilitaron salir despues del horario, ibamos en un grupo muy grande lo que nos facilito la coordinación de todos. Genial! sin dudarlo volveria."
530,"Muy buen servicio.  Tuve una grata experiencia en hotel, la atención fue muy buena y la ubicación es genial. Me sentí muy bien atendido en todo momento y el personal del hotel estuvo pendiente de mis requerimientos.  Espero volver pronto."
531,"La atención de todo el personal es muy buena, amable, cálida, en especial de Juan botones del hotel. Las habitaciones son bastante cómodas y se encuentra ubicado en un buen sector, cerca de centros comerciales y restaurantes"
532,"El servicio de restaurante fue suspendido en dos oportunidade por eventos que estaban realizando en el comedor. La opción era room servicie, algo que a nosotros no nos gusta por el olor que queda en el cuarto. Sin embargo mis hijos lo utilizaron a gusto."
533,"la estadía fue muy confortable, la habitación muy cómoda, el servicio a la habitación excelente, sin embargo nuestra sugerencia es que la piscina sea mas profunda. la que esta es especial para niños, no para adultos. "
534,"Se encuentras muy bien ubicado, buenas instalaciones, Excelente atencion, perosonal amable, habitaciones cómodas. Excelente servicio en bar y las comidas.  Asoecto a mejorar:El aseo de la piscina no era el mejor. "
535,"Muy buen hotel, aunque esta en remodelacion en la recepcion lo cual es incomodo, habia musica muy alta al mediodia. lo cual molesta. Solicite habitaciones altas para evitar el ruido y nos asignaron en el segundo piso. Aun asi, es muy buen hotel con empleados muy amables y el desayuno muy completo.   Ojo con el aseo en el baño, no estaba limpio del todo."
536,"La comida excelente, la entrada con pulpo fue la mejor, el desayuno demasiado delicioso y muy variado, me encanto la idea de las empanadas y la arepa de huevo chiquita con suero. Todo realmente muy bueno."
537,"El Hotel se encuentra en una buena ubicación de la ciudad. La atención del personal con la cual tuve oportunidad de interactuar fue muy buena. Quede muy inconforme con el Bar que esta dentro del Hotel en la parte superior, pues debe propender por ofrecer todo tipo de música a las personas que nos alojamos en el hotel. La Piscina debería ser habilitada desde las 6 o 7 de la mañana. "
538,En general la estadía bastante cómoda. Observaciones las siguientes. había solicitado habitación en piso alto y me dieron la 110. Esta habitación está pegada a lo que parecen ser unos ductos en el costado izquierdo y el ruido es constante y molesto. No se puede dormir bien a pesar de la comodidad interior de la habitación.- La cena en restaurante buena pero los platos faltos de temperatura y en especial los acompañamientos. Todo lo demás excelente.
539,Muy buena experiencia con todo el servicio del staff. Tuve un problema de humedad en la habitación inicial y me cambiaron inmeditamente a otra sin cargos ni mayores preguntas. Excelente comida!!! Excelente servicio dela staff!!
540,"Excelente atención y servicio por parte de todos los empleados, hotel muy agradable y bien ubicado. Habitación siempre limpia y en orden, colchón muy cómodo para descansar. Excelente el servicio de desayuno."
541,"Me hospedo cada mes que viajo y me encanta el servicio, la atención, el aseo, las instalaciones, su amabilidad es superior, todos me saludan por mi apellido, se preocupan por mi si me ven un poco indispuesto me hacen sentir como en casa, definitivamente no cambiaria este hotel, a ojos cerrados lo súper recomiendo"
542,"Tome servicio de piscina en el ultimo piso del hotel pasamos un rato agradable de chicas, pedimos unas parrilladas buenisimas aunque deberian tener mas opciones saludables estaba rico todo. Para aquellos que no saben que hacer los domingos les recomiendo este parche y la piscina es casi privada 100 % recomendado."
543,"Realmente la experiencia es única. me hospedo mucho en hoteles y no hay que envidiarle a los four points del exterior. los empleados son super amables siempre dispuestos ayudar. mi esposa y yo viviremos agradecidos por siempre, ya le sugerimos a nuestros amigos y para el partido de Colombia los acompañaran. SIGAN ASI, SE MERECEN 5 PUNTOS."
544,"El mejor hotel en el que he estado en mucho tiempo. Habitaciones cómodas, modernas e impecables. El desayuno (variado y rico) estaba incluido en el paquete. El restaurante tiene una carta resumida y los platos son exquisitos. El personal muy amable y siempre atentos a lo que uno necesita. Sencillamente super recomendado."
545,"Esta muy bien ubicado, con muchos buenos restaurantes cerca y centros comerciales. El hotel es muy cómodo, las habitaciones muy limpias , bien decoradas  y las almohadas de lo mejor¡¡¡¡  Excelente desayuno¡¡¡¡ El personal es muy amable y servicial. Tiene wifi gratis y zona humeda."
546,"Estuvimos hospedados en el hotel , la atención del personal es súper amable, las instalaciones son muy buenas, nos recibieron muy bien. La atención en recepción excelente,  especialmente de la señorita  Cindy, el desayuno buffet está bien, creo que podría mejorar si agregan estaciones de huevos, jugos y antojitos al gusto de los huéspedes. Si se sirven frituras es importante que estén recién hechas sino se pierde el sabor , yo probé algunas y estaban frías  y esto desmejoró su presentación. Creo que el hotel está muy bien , realmente si lo recomendamos."
547,Este hotel tiene muchas ventajas  1- Buenas habitaciones 2- Excelente ubicación  3- Buen desayuno 4- Buen aseo y presentación de las habitaciones 5- Muy buen servicio al cliente en especial el lobby (Ana Florez)
548,Hotel queda situado en una zona bonita y bien ubicado. Este hotel es bastante confortable en sus habitaciones y en las zonas públicas. De igual manera tiene una piscina en el último piso para disfrutar el buen clima. Además tiene buen gimnasio  
549,"Es un buen hotel funcional y práctico tiene todo lo que uno necesita, pero sin lujos. La ubicación es muy buena, para el que no conoce la ciudad, tiene muchos lugares par ir caminando, de compras, comer, tomar algo etc.. La atención del hotel es bastante buena y l piscina, gimnasio y sauna justas pero bien. Recomendable "
550,"Es un hotel excelente, servicio insuperable, la amabilidad y humanidad del personal siempre inmejorable, lo recomiendo para pasar  inolvidables estadías en Barranquilla. La comida muy deliciosa, gracias a su restaurante de categoría la cual por la calidad que ofrece no es costoso."
551,"inatalaciones hermosas y personal calido atento dispuestos siempre para servir.. excelente, típico de la ciudad de Barranquilla además está ubicado en un punto estratégico de la ciudad, todo queda cerca superrrr."
552,"Estuve hospedado a mediados del mes con mi pareja y la pasamos de maravilla, todo y cada uno de sus empleados son muy amables siempre con una sonrisa dispuestos a servirte. El rooftop es increíble, la vista es hermosa, para mí es un sitio muy romántico para ir con tu pareja. Servicios con calidad humana."
